positive	Bref une adresse à mémoriser et où je retournerais !
negative	Choix du buffet très restreint.
negative	Nourriture tiède.
negative	Accueil Moyen.
negative	Globalement Moyen ...
negative	Choix de dessert quasi inexistant.
negative	À volonté c'est beaucoup dire.
neutral	L endroit est sympa mais le service du personnel n était pas au rendez vous
negative	La nourriture est moyenne
neutral	Le choix est limité (idéal pour les petits appétits )
negative	Pas de viennoiserie pour un brunch pas top même si le concept est américain on est en France et le minimum aurait été un croissant
negative	Le personnel ne surveille pas vos assiettes et l on est obligé d insister pour se faire servir
positive	Le seul point positif est le chocolat chaud
neutral	Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :
negative	- Un chef de rang mal aimable qui vous donne l'impression de déranger après avoir à peine poser un pied dans l'établissement
negative	- Des serveuses/serveurs sous pression (y compris en tout début de service lorsque l'endroit est quasi-vide) et d'une impolitesse rare
positive	- Mention spécial au barman qui semble être la seule personne sympathique de l'endroit
negative	En bref, la qualité du service est un comble pour un établissement mettant en avant ses influences new-yorkaise!
negative	Après une 4ème visite et un constat identique, je n'y remettrais plus les pieds!
positive	Disons le clairement, il s'agit de notre restaurant préféré à Paris!
positive	Nous y avons été 5 ou 6 fois déjà et à chaque fois nous nous sommes régalés pour un prix très raisonnable compte tenu de la qualité et du fait que nous sommes à Paris.
positive	Jeudi dernier nous avons particulièrement apprécié l'échine de cochon confite avec ses gnocchis (les meilleures que j'ai été amené à goûter) et ses girolles.
positive	En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!
neutral	Entrée, plat, dessert à 30€ le soir, verre de vin à 8€.
positive	Bref, dès que nous avons une occasion à fêter, nous allons dans ce restaurant.
positive	Dernier point, la salle est sobre et de bon goût!
positive	tout était très bien : accueil - déco - repas !
positive	tous les ingrédients sont réunis pour passer une très bonne soirée !
positive	tarif très abordable - j'ai déjà très envie d'y retourner pour faire découvrir notre coup de coeur à nos amis !!
negative	Une grande déception!
neutral	La carte annonce des plats frais et savoureux et nous avons malheureusement eu des mets quelconques, voir très passables à des tarifs dépassant la prestation.
negative	Je vous le déconseille...
negative	Le service est médiocre , la nourriture mauvaise et la note est trés haute .
negative	A éviter .
neutral	Je ne peux pas donner des notes .
positive	Un petit bistrot de quartier sympa, on y mange bien et le service est agréable.
neutral	Plats de bistrot classiques, pour des prix "parisiens" (15-20 euros).
positive	Allez y si vous vivez dans le quartier, ou le midi où les formules sont plus abordables.
positive	La terrasse pendant l'été est très sympa et assez spacieuse, idéal pour boire un verre.
positive	Le seul point fort c'est la terrasse.
positive	Très agréable.
negative	Service quasiment inexistant.
negative	Mais où vont-ils donc chercher leurs serveuses et serveurs.
negative	Aucun professionnalisme.
neutral	Au niveau de la cuisine,
negative	Le congelé règne en maître.
negative	La fraîcheur douteuse.Desserts industriels.
negative	Uniquement pour prendre un verre en terrasse et dîner AILLEURS.
neutral	Petite brasserie, carte sympa et bien achalandée, les serveurs ne sont pas très sympathiques, rendement avant tout.
negative	Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres.
negative	Un verre de vin servi presque gelé.
negative	Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas.
neutral	Quelle surprise au regard de la renommée de cette brasserie-restaurant où certes les serveurs ont gardé le style des grandes brasseries mais le service est un peu direct et la cuisine n'est véritablement pas à la hauteur de l'addition car sans se déplacer bien loin on trouve d'autres tables qui eux parfois à l'écart des grandes tours restent raisonnables mais respectent la clientèle
negative	tant par la qualité des mets que par l'accueil;
negative	En résumé, si vous pouvez éviter ce piège à touristes n'hésitez pas.
positive	Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.
positive	Certes il ne s'agit pas de grande cuisine mais le rapport qualité/prix est tout à fait honnête.
neutral	Un excellent emplacement avec un fort potentiel mais tout a été nul.
negative	Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés.
negative	Longue attente encore pour avoir ses boissons.
neutral	Beaucoup de personnes ont perdu patience et sont partis.
negative	Serveurs pas aimables du tout, aucune classe.
neutral	Le pire a été au moment de payer.
negative	Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer.
negative	Un des serveurs a été rapide cette fois ci en venant vers nous car il avait l'air de penser qu'on allait partir sans payer.
negative	Il nous a jeté un regard peu appréciable.
negative	Vraiment le service aura été horrible du début jusqu'à la fin et ceux pour la plupart des clients qui étaient installés autour de nous.
negative	Fuyezzzz
negative	Ils nous ont donné le mauvais plat, ensuite quand ils l'ont changé, le plat était froid.
negative	On a commandé un moelleux au chocolat, un plat généralement difficile a rater, mais il était pas moelleux et il avait pas de goût.
positive	Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !
positive	Les produits sont frais et de saison, cest un regal !
positive	Jy retournerai a coup sur pour decouvrir les autres plats de la carte.
positive	Nous sommes allés diner dans ce restaurant à l'improviste nous y retournerons sans souci !
positive	Très bonne carte avec des plats simples mais recherchés.
positive	Les serveurs sont vraiment très sympa et accueillant.
positive	Un délice dans ce quartier ou beaucoup de restaurants sont des pièges à touristes.
positive	Je recommande vivement!
positive	J'y viens souvent le midi, crèpes excellentes et très grands choix.
positive	Les galettes sont savoureuses et à prix très raisonnables.
positive	Service sympathique.
neutral	rien de transcendant; rapport qualité prix à peine moyen, ils sont tous comme ça dans la rue.
negative	propreté limite, toilettes à éviter.
negative	ne pas hésiter à faire quelques centaines de mètres supplémentaires.
positive	Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.
positive	Service très sympathique et efficace, nous avons été servi en moins de 10min un vendredi soir à 20h.
positive	Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.
neutral	Evidemment ce n'est pas un resto gastronomique mais ce n'est pas ce qu'on lui demande!
positive	Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi.
negative	Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés
positive	Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel.
positive	Accueil très sympathique.
positive	J'ai tendance à avoir des apprioris sur les repas dans les brasseries mais la nous avons été satisfait.
negative	Cuisine surgelée, de mauvaise qualité.
negative	Mauvaise cuisson des aliments.
negative	Pas de responsable dans le restaurant pour répondre à nos demandes.
positive	Toutefois le service est très agréable
positive	J'ai adoré ce restaurant!
positive	Petit et chaleureux, nous avons super bien mangé!
positive	Le service était au TOP, l'accueil génial, notre plat excellent!
positive	Je le recommande à tout le monde!
negative	Nous nous sommes arrêtés par hasard devant le restaurant, qui ne paye pas de mine de l'extérieur.
positive	Quelle bonne surprise !
positive	Des produits, frais, joliment présentés et très bons.
positive	L'ensemble faisait preuve d'originalité sans être prétentieux, pour une somme très correcte.
negative	Les tarifs sont au dessus de la moyenne Parisienne au regard de la prestation tout aussi banale.
negative	Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.
neutral	..rien.
negative	.. servi avec un lance pierre !
negative	Pas un merci ... quelle tristesse.
negative	Alors en cas d'absolue nécessité uniquement pour la survie sinon cherchez dans les abords immédiats.
negative	Pour rencontrer des gens beaucoup plus sympas.
negative	Une catastrophe à éviter absolument.
negative	Nous y sommes allés avant un spectacle, les serveurs sont débordés et désagréables, un vrai cliché parisien!
negative	Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.
negative	Quant à nous, notre passage par les toilettes était mémorable, une heure d'attente (salle géante, 4 toilettes pour tout le monde, bien joué), une odeur nauséabonde et franchement une propreté plus que limite.
negative	Ensuite, remontant dans la salle, un serveur énervé de nous entendre dire "il n'y a pas de serviettes pour s'essuyer les mains en bas" fait un croche-patte à mon mari, qui manque de s'étaler de tout son long par terre.
negative	Une agression inutile qui nous a gaché la soirée.
negative	Bref, nous n'y retournerons jamais.
positive	Ambiance et cadre très sympa!
positive	Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!
neutral	A recommander.
neutral	Perso j'avais pris le tournedos à 16 euros.
positive	Très bon rapport qualité prix!
positive	Le seul bon point le cadre très sympa.
positive	Même en pleine hiver nous avons pu manger en terrasse grâce au chauffage extérieur.
negative	Sinon c'est simple tout ce qui n'est pas préparer est bon, le reste sans saveur.
neutral	Cocktail trop sucré vs bon vin.
neutral	Plateau de fromage charcuterie très bon vs Bruchetas et pâte sans goût.
negative	Mais surtout le pire nos plats sont arrivés avant l'entrée, nous avons donc signalé que nous n'avions pas eu l'entrée.
negative	Nos entrée sont donc arrivées puis nos plats après une très longue attente alors que c'était les assiettes arrivées trop tôt qu'ils ont réchauffées... Des pâtes froides au dessus et qui fument en dessous = micro-onde.
negative	Un pain qui sut de l'eau = micro onde.
negative	Ils n'ont donc pas pris la peine de refaire nos assiettes.
negative	Bref les plats préparés ne sont pas bon et ils se moquent des clients.
negative	Cuisine très quelconque dans un cadre pourtant "bon chic bon genre".
negative	Les vins y sont très chers.
negative	Le maître d'hôtel méprisant et grossier.
negative	A fuir absolument !
negative	Nous y sommes allé hier soir et nous avons été plus que déçus..
negative	Service lamentable, viandes médiocres et note très salée!
negative	A éviter de toute urgence!
positive	Si vous voulez vous régaler de la mise en bouche au dessert n'hésitez pas à pousser la porte et de demander une table à l'étage.
positive	Pour les connaisseurs en dessert il faut surtout prendre le mille fleuilles au fruit rouge.
positive	Vous ne pouvez pas lècher l'assiette car cela ne se fait pas, mais vous avez beaucoup de regret que votre dessert soit terminer.
positive	Ne pas se fier à l'entrée vide, tout se passe à l'étage.
positive	Belle déco, faible éclairage, accueil décontracté.
neutral	Nous avons testé le menu dégustation à 70€.
neutral	Il comprend 8 plats surprises et une amuse-bouche.
positive	Le service est rapide.
neutral	Les petites quantités des entrées sont frustrantes, car les saveurs sont excellentes mais elles sont bien dosées pour arriver jusqu'au dessert.
positive	Les produits sont de saison.
positive	Le chef maîtrise les mélanges de goûts et de textures.
neutral	Cela manque peut-être un peu d'originalité mais on se régale tout de même.
positive	Une bonne cuisine Française dans ce restaurant, un lieu très chaleureux, un bon service que demander de plus?
positive	Je retournerais avec un grand plaisir dans ce restaurant.
neutral	Brasserie parisienne de quartier ni plus ni moins.
neutral	Les plats sont corrects tout comme le service et l'ambiance.
neutral	Rien de négatif à dire sur ce restaurant mais il ne sort pas de l'ordinaire.
neutral	Nous y étions un samedi soir.
positive	Deco pas mal, musique pour les 30/40 ans assez sympa.
positive	Bons cocktails et barman très sympa.
negative	Choix de plats très classique, et qualité des plats médiocre.
negative	Service très perfectible (lent, et mal organisé).
negative	Je n'y retournerai pas sauf pour prendre un verre je pense.
positive	Le restaurant est très bien situé, proche du Sacré Coeur.
neutral	Le service n'est pas très agréable mais est rapide !
neutral	La pizza capricioza était bonne mais pas exceptionnel.
negative	Pour la salade, mon ami avait pris une salade, le prix était un peu élevé pour une salade verte et 2 tranches de jambon sous vide.
positive	Bel endroit !
positive	Entrées a partager : tres bonnes !
negative	Par contre les plats : attention !
negative	Portions ridicules!
negative	Et donc super cher pour ce que c'est !
negative	Et gout , pas du tout a la hauteur du prix !
negative	Decevant coté cuisine !
negative	Comment peut-on dire cuisine maison avec ces asperges en boite ,son boeuf bourguignon rempli de bas morceaux .....ces escargots decongeles etc ...cuisine française vraiment?
negative	j'y suis venue par hasard avec mon fils et n'y mettrais plus les pieds malheureusement des étrangers sont venus eux aussi ,les pauvres !! l'accueil est médiocre et les prix bien trop eleves pour la qualité.
negative	A bannir absolument.
neutral	C'était pas mal mais malgré leur originalité et leur belle présentation, j'ai été un peu déçu par les plats : artichauts en boîte (les boîtes sont en bas de l'escalier...), viande un peu trop cuite, vins chers.
positive	Ceci dit, la bonne humeur de la serveuse et la présentation des plats rattrapent un peu cet avis mitigé.
positive	Cela fait plusieurs fois qu'on y vient et on n'est jamais déçus, ni les proches qu'on y amène.
positive	Leur couscous est vraiment excellent.
positive	Les boulettes sont délicieuses, les brochettes d'agneau également.
neutral	Deux sortes de mélanges de légumes sont proposées en accompagnement.
positive	La suggestion du chef change régulièrement et la dernière en date, couscous méchoui est particulièrement bonne.
positive	Pour ne rien gâcher, le cadre est agréable et le service attentionné.
positive	A tester absolument et venez en ayant très très faim !
positive	Les tapas sont excellents...La charcuterie est de qualité aussi.
positive	Tout nous a donné envie...Rien à dire!
positive	Service agréable qui plus est.
positive	Bonne petite adresse!
neutral	Ni brasserie ni restaurant.
negative	Un simple café de quartier qui s'improvise restaurateur.
negative	Des salades insipides et des plats réchauffés (mal).
negative	Carte des vins inexistante.
negative	Desserts industriels.
negative	On a l'impression que tout est improvisé, qu'il n'y a pas de compétence ni au niveau accueil, ni au niveau service, ni au niveau cuisine (plats surgelés).
negative	Ambiance sonore beaucoup trop élevée pour un restaurant.
negative	Dommage pour eux, on n'a pas envie de renouveler l'expérience.
negative	la pire expérience culinaire de Paris, avec une addition astronomique : ravioles de homard à 20 euros ( les ravioles devaient avoir au moins 3 jours) puis dos de cabillaud pas cuit sur veilles pommes de terre, assorti de roquette pas fraiche à 47 euros.
negative	Nous n'avons pas pris de dessert.
negative	La décoration est horrible.
negative	a proscrire !
negative	Accueil très froid, la patronne est très antipathique et agressive.
negative	On avait l'impression de la déranger en demandant de la mayonnaise ou de la moutarde.
negative	Le pavé de rumsteack commandé à point était trop cuit, on a trouvé un cheveu dans un hamburger ce qui n'a pas semblé les choquer.
negative	Le rosé était tiède.
negative	Nous n'y retournerons pas et ne leur ferons pas de publicité
neutral	Manifestement ce restaurant a préféré tout miser sur le cadre au détriment de la cuisine !
neutral	Burger hyper sec, mal cuit, frites sans goût à part celui de l'huile, bière chaude... service assez sympathique et qui semblait presque plus navré que nous du naufrage total de cette soirée.
negative	Assurément à éviter.
neutral	Ah !
negative	J'oubliais : si vous trouvez votre cheeseburger à 14,50€ trop sec, on vous signale que vous auriez pu rajouter une feuille de salade ou un cornichon... facturés 0,50€ !
negative	Tout est dit.
negative	Rideau.
negative	Un croque monsieur sans frite avec de la salade en sachet, évidement sans saveur...
negative	Je vous parler pas du prix...
negative	On trouve un chewing-gum collé au fond de notre verre d'eau, la serveuse ne s'excuse pas et met la faute sur le lave-vaisselle... on nous propose même pas un geste commercial il faut le demander au manager qui ne peut que nous offrir un café (mais on bois pas de café...).
negative	Encore une fois ce restau semble être la brasserie à touriste typiquement parisienne qui achète ses produits de basse qualité chez "métro"et vous les fait payer un blinde !
negative	Pauvre touriste !
neutral	On y est allé pour un déjeuner.
positive	Accueil rapide et courtois.
positive	Les plats, bien présentés, colorés et ragoutants, étaient copieux et savoureux.
positive	Desserts originaux et légers.
neutral	Nous n'avons pas pris de vin, je n'ai donc pas d'avis sur le sujet.
positive	A l'heure où le Marais se transforme, change de visage et pas forcément dans le meilleur sens du terme, un vrai découverte ce soir !! Je confirme que depuis bien des années je n'ai pas aussi bien mangé dans ce quartier que ce soir !
positive	Un grand remerciement pour cette cuisine riche moderne et pleine de saveur, merci également à l'accueil au service, la gentillesse et le professionnalisme du personnel merci et merci encore
neutral	Bien évidemment que l'on paie l'emplacement mais ce n'est pas une raison.
negative	La choucroute, le produit phare, est acide et se mange sans réel plaisir....c'est dommage avec un tel potentiel de ne pas faire mieux.
positive	Service correct et rapide il ne manque pas grand chose.
negative	On a trouvé tout très bon mais l accueil pas très sympa et le service horrible.
negative	La serveuse n a pas souri de tout le diner, elle nous a servi le premier plat avant des boissons, on a du demande des couverts et du pain trois fois.
negative	Le prix est raisonnable pour la quantité mais le service est tellement horrible que du coup on a trouvé ça cher.
negative	C est l endroit parfait si on a envie de se faire oublier et ignorer!
negative	On ne le recommend pas du tout!!!!
positive	Dans ce quartier tranquille, un restaurant où l'on peut diner dehors sous les arcades en dégustant une très bonne cuisine de saison.
positive	Un accueil sympathique et de bon conseil pour le choix des vins.
positive	De plus, un bon rapport qualité/prix pour ce restaurant parisien.
positive	A recommander.
positive	Des produits frais,un accueil , un service sympathique et un menu déjeuner à un prix imbattable,ce restaurant mériterait d'être signalé dans les différents guides.
positive	Excellent dîner , serveuse très aimable , et ambiance tamisée .. Nous avons testé plusieurs entrées et plats .. Personne n a été déçu .
positive	A conseiller !
positive	Une adresse chaleureuse, avec un cadre cosy et agréable.
positive	D'excellents tapas, dégustés avec des cocktails délicieux, et pour le moins originaux !
positive	Lieu sympathique, c'est ce qui est vendu.
negative	Mais coté service et organisation, c'est de l'improvisation en permanence.
negative	Temps d'attente trop long et manque évident d'organisation.
neutral	A part sa situation et son cadre, vraiment rien d exceptionnel pour cette "cantine"!
negative	Des plats sans saveur a des prix exorbitants!
negative	On se dit toujours qu avez le prix affiches sur la carte, on devrait au moins bien manger.
negative	Et bien NON, passez votre chemin et n entrez pas a la pomponette, c est l arnaque!
negative	Déception au moment de gouter l'onglet épais et bourratif , le foie de veau de mon mari avait la même apparence que mon plat, même sauce marron aux echalotes...franchement rien d'exceptionnel!
positive	Le service sympa sans plus et le prix en accords avec la quantité , bons desserts ,mais on n'y retournera pas !
positive	Cette adresse a été très bien durant plusieurs années.
negative	Mais ça, c'était avant.
negative	La carte est moins complète, certains plats particulièrement gouteux et originaux ont disparu.
negative	Le service s'est dégradé.
negative	Plus de sourire, accueil glacial.
negative	Et la cuisine se déteriore, tout cela est de moins en moins digeste.
negative	C'est bien dommage.
positive	Ici, aucun artifice.
positive	Des produits frais, bien assaisonnés et préparés avec respect de la cuisine française.
positive	Le personnel est attentionné, patient, courtois et discret...
positive	Bravo
positive	Les terrines et la viande sont excellents ainsi que les vins du Beaujolais.
positive	Une cuisine simple mais goûteuse avec de bons produits.
positive	L’entrecôte aux échalotes avec ses champignons poêles est un délice.
positive	c'est toujours un régal d'y aller.
negative	Des prix très élevés pour des plats à la limite du mangeable.
negative	J'ai mangé un poulet surcruit et très sec pour 25euros !
negative	Une honte
positive	A tout heure on peut manger correctement et si l'on s'en tient aux menus c'est correct et a tarif acceptable compte tenu du caractère institutionnel du restaurant.
neutral	A la carte c'est beaucoup plus cher mais le choix est plus large.
positive	Accueil souriant, service rapide dans un cadre classé, c'est un bon souvenir de Paris
positive	Vraiment delicieux.
positive	La cuisine est excellente dans un cadre original dans lequel on se sent bien.
positive	Une belle carte pleine de bonnes surprises.
positive	Cet établissement est très agréable.
positive	Le service y est parfait, le personnel fort sympathique et compétent.
positive	La cuisine excellente, et les truffes y sont servies à prix très doux.
positive	En bref c' est certainement un des meilleurs bistrot parisien.
positive	Tout était parfait : l'accueil, le cadre, l'ambiance (une pianiste joue des morceaux classiques entre deux "numéros de chant"), le repas très fin, et surtout les chants !
positive	Avoir des artistes talentueux qui chantent de l'opéra juste à côté de nous, c'est magique !
positive	Une excellente soirée qui vaut largement le prix.
neutral	Je suis venu dîner dans ce restaurant avec des collègues.
negative	J'ai trouvé la cuisine assez ,moyenne.
neutral	Mon entrée de l'avocat a été tout à fait ordinaire.
neutral	Le plat des coquilles Saint Jacques avec des pâtes a été correct.
negative	Le dessert une tarte fine a été très moyen.
negative	La tarte a été froide et pas particulièrement fraîche.
negative	La glace d'accompagnement était correcte mais une petite boule seulement.
negative	Nous avons été presque les seuls clients pendant la soirée.
neutral	Mes collègues ont été en moyenne satisfaits.
negative	Mon voisin a fait réchauffer ses rognons qui étaient froid.
neutral	Donc ne pas sélectionner ce restaurant pour un repas gourmet mais pour manger correctement sans plus.
negative	Jamais nous ne retournerons dans ce restaurant.
negative	Nous avons gouté plusieurs plats sans saveur, sans raffinement.
negative	Je ne vois pas d'ou il peut tenir sa réputation.
negative	Donc si vous allez au restaurant pour passer un agréable moment et manger de bonnes choses A EVITER.
negative	Si vous allez au restaurant pour être vu c'est l'endroit idéal.
neutral	A part la cuisine lamentable, le décor est sympa et le service est très agréable.
positive	Le maître mot, l'authenticité.
positive	Ici, la cuisine française est à l'honneur.
positive	Une table de caractère où l'on se rend quand on apprécie les bonnes choses.
positive	Du gout du juste, on adore.
positive	L'esprit convivial comme on aime.
negative	un peu bruyant néanmoins compte tenu de la proximité des tables.
positive	Un vrai régal faites que ça dure.
positive	Très bon rapport qualité prix pour ce petit restaurant très agréable.
positive	Service impeccable, le patron et le serveur ont toujours le sourire !
positive	Nous avons testé de nombreux plats différents et toujours excellents !
positive	Rapport qualité-prix très honnête pour ce grand restaurant.
positive	Excellent.
positive	De l'entrée au dessert en passant par un très beau choix de carte des vins.
positive	Tout ça pour une trentaine d'euros, et moins de 50€ avec boisson, c'est remarquable !
positive	Bravo
positive	L'atmosphère et le décors classique vous ravirons.
positive	Le service a été impeccable, à la fois diligent et discret.
positive	J'adore ces restaurants où on a toujours du vin dans notre coupe sans jamais avoir à toucher à la bouteille, pour moi çà témoigne que le personnel garde toujours un oeil sur vous pour vous servir.
positive	La synchronisation (moment pour servir les différents plats) était tout à fait correcte.
positive	La nourriture était savoureuse.
negative	Un peu plus de légumes dans les portions serait apprécié pour notre goût.
neutral	La carte des vins était adéquate, mais le vin est servi un tantinet trop chaud.
positive	Un déjeuner parfait !
positive	L'accueil et le service sont irréprochables : sympathique , pas du tout guindé ; jeune, généreux !
positive	L'accueil et le service, c'est comme dans l'assiette avec un menu déjeuner qui n'a pas son égal !
positive	Tout est raffiné, parfumé, esthétique, surprenant !
positive	Un grand bonheur !
positive	Beaucoup de gentillesse , plein de saveurs !
positive	What else ?
positive	Les plats sont excellents de l'entrée au dessert.
negative	Cela rattrape l'heure et demi d'attente pour avoir une place.
negative	En effet, le soir il n'y a pas de réservation possible, donc c'est sur une liste d'attente qui, parait-il en fin de semaine peut être tres longue.
positive	Le cadre est très agréable et le service cordial.
neutral	Restaurant bondé.
positive	C'est bon signe.
positive	On confirme bonne table parisienne.
positive	Apéro maison conseillé.
negative	Juste un peu déçu sur l'assaisonnement.
negative	Foie gras manquait un peu de cuisson.
negative	Lièvre pas mauvais mais trop broyé.
positive	Le vin parfait.
positive	Service aimable.
neutral	Charmante ambiance de brasserie avec un personnel très sympathique, plats typiquement français et de saison mais préparés de façon un peu trop "industriel" : Par exemple, le gigot de 7 heures servi en cocotte est bouilli !!! Rapport qualité/prix un peu exagéré.
neutral	On va faire simple :
neutral	Les plus :
positive	- Le sourcing des produits est top
positive	- c'est bon, maîtrisé et des fois original
positive	- Formule le midi TOP
neutral	Les moins :
negative	- patron désagréable, bourru et hautain
negative	- c'est souvent cher
negative	- Les vins "bio" "naturel" souvent cher et dégueulasse
neutral	Conclusion :
neutral	A faire si on est dans le coin, mais pas la peine de s'y précipiter, des très bon bistros c'est pas ce qui manque à Paris.
negative	Cuisine correcte mais pas exceptionnelle, service lent.
negative	N'accepte ni les tickets restaurants ni la carte American Express... et vous le fait savoir sans ménagement.
neutral	Dommage car le cadre est sympa.
neutral	Je suis allé il y a quelques jours dans ce restaurant pour diner entre amis.
neutral	La terrasse est bien, pour la cuisine c'est autre chose...
negative	Une dorade au chorizo, sans chorizo.
negative	A la place une espèce de confit de tomates au citron tout simplement immangeable.
neutral	Et quand on demande à la patronne de venir goûter et qu'effectivement ce n'est pas bon et qu'elle va demander en cuisine le problème.
negative	Et bien, trop de jus de citron mais aucun geste commercial.
negative	La "purée" dite maison est de la mousseline, et je ne parle pas des autres légumes qui sont bouillis et sans goût.
negative	Je trouve regrettable également que tous les plats sont arrivés froids...
positive	Le carpaccio de tomates en entrée était bon.
neutral	Le dessert, une soupe de fraises au basilic était correct.
negative	Bref, pour deux personnes avec une bouteille de rosé : 86€ pour des plats froids, sans saveurs, et qui ne correspondent pas à ce qui est écrit sur la carte.
negative	A cela s'ajoute la mauvaise foi de la patronne...
neutral	Malgré une terrasse sympa, je ne mettrai plus jamais les pieds de ma vie dans ce restaurant...
positive	Une équipe aimable, de la vraie nourriture traditionnelle française, fraîcheur des aliments, inventivité (pieds de cochons à tester :)) dans les recettes, de bon petits vins, franchement, ça fait 4 fois que j'y vais, et j'en suis toujours ravie !
positive	A deux pas du panthéon en plus, on se dit que ça va être touristique, mais non : un décor assez intime, rétro, avec de grands miroirs, la carte sur une ardoise à l'ancienne, les tables en beau bois...
positive	Une très bonne adresse !
positive	je vous conseille la formule à 16,50 €.
positive	Nous avons très bien mangé.
positive	Le point fort de ce bistrot chaleureux est sa cuisine.
positive	Les plats sont servis en quantité suffisante et bien chauds.
positive	L'accueil est souriant et le service agréable.
positive	Le menu à 26 euros pour entrée/plat/dessert offre un rapport qualité/prix très satisfaisants.
negative	Les points négatifs sont le manque d'espace (les tables sont petites et très rapprochées), l'environnement plutôt bruyant et le délai d'attente avant d'être servis (45 minutes environ avant d'avoir l'entrée).
positive	Malgré cela, j'y retournerai avec plaisir et vous invite à découvrir cet endroit.
neutral	Je suis allé déjeuner dans ce restaurant début décembre.
neutral	La cuisine est très bonne mais les prix sont exagérés même pour le quartier.
negative	La patronne quant à elle est inexistante voire désinvolte et désagréable avec les clients.
negative	Temps d'attente très long et le service mauvais ce qui gâche un peu la soiree.
negative	Beaucoup trop de tables pour la surface, les clients sont entassés.
neutral	Une nourriture correcte.
positive	Le repas est très bon avec des produit de qualité, enfin du "fait maison".
positive	Serveuse très agréable et souriante.
positive	Menu à 25€ très complet et goutteux, rapport qualité/prix imbattable dans le quartier.
negative	Si on cherche la petite bête, peut etre un peu d'attente.
positive	Nous reviendrons.
positive	Ma meilleure adresse de restau thai!
positive	Dans mon assiette: la cuisine est un délice.
positive	Fine, parfumée, avec du lait de coco en parcimonie, savamment épicée.
positive	L'accueil: au top!
positive	L'alliance de la chaleur asiatique et tout la délicatesse du service à l occidentale.
neutral	L'attente n'est pas plus longue qu ailleurs.
positive	On se sent guidé dans nos choix de mets.
positive	Mon porte-feuille: tout à fait raisonnable.
neutral	On a payé 56€ pour 3 entrées, 2 plats et accompagnements et 2 desserts.
positive	Cela fait des années que j y ai fait mon qg et les convives que j ai amené en ont fait le leur.
negative	Cuisine de mauvaise qualité, plats certainement réchauffés plusieurs fois, hygiène à désirer...
negative	Les serveurs sont difficilement compréhensibles et surtout peu aimables !
negative	Enfin, on ne peut pas dire que le cadre soit agréable.
negative	En résumé, ce restaurant est à éviter.
positive	Sympathique restaurant de quartier au cadre bien parisien avec toutes ces affiches sur les murs.
positive	On est un peu serrés mais vos voisins sont toujours agréables et certains ont ce qu'on appelle "une tête".
positive	Côté cuisine c'est très honorable et il y a un bon rapport qualité/prix.
positive	Rien de gastronomique bien sûr mais cuisine de terroir.On vient ici pour passer un bon moment entre copains sans se ruiner et on y revient avec plaisir.
positive	Et bien moi je n'ai absolument rien à redire sur le service !
positive	Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir !
positive	Le courant est très bien passé avec nous et pourtant nous étions une grande tablée de 12 personnes très actives !
neutral	Quelques-uns ont vu leur souris d'agneau pas bien cuite donc 2 bouteilles de rouges nous ont été offertes en compensation.
positive	Moi j'ai pris un filet de boeuf sauce aux morilles, c'était tout à fait délicieux et cuit comme il le fallait, parfait.
positive	Les frites maison sont un régal également.
positive	Aussi je vous conseille de gouter le mojito, un grand verre pour 5€, super bon.
neutral	Nous sommes venus un samedi soir, le restaurant était plein, même sur la terrasse, donc un conseil : réservez à l'avance !
positive	Pour la plupart d'entre nous, nous avons trouvé notre QG du quai de seine !
positive	Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants.
positive	L'ambiance y est décontractée et cosy à la fois...
positive	Si j'avais habité le quartier, il y aurait eu de fortes chances pour que j'en fasse ma cantine du soir.
positive	Une cuisine de bistrot mais très soigneuse, certains plats traditionnels sont excellemment revisités.
positive	Le pot au feu aux joues de boeuf est à tomber par terre!
